,low,high,open,close,volume,time
13044,536.0,536.35,536.35,536.0,1.0153,2020-12-09 08:06:00
13045,535.94,536.49,536.28,535.94,2.3169,2020-12-09 08:08:00
13046,535.9,537.44,537.36,535.9,0.5415,2020-12-09 08:09:00
13047,535.83,536.15,536.15,535.83,1.9807,2020-12-09 08:10:00
13048,535.32,535.49,535.49,535.32,4.4285,2020-12-09 08:11:00
13049,536.1,537.06,537.06,536.1,1.9556,2020-12-09 08:13:00
13050,536.3,537.0,536.3,537.0,4.166,2020-12-09 08:14:00
13051,536.65,536.73,536.65,536.73,1.0124,2020-12-09 08:16:00
13052,533.4,537.38,536.84,535.83,100.8493,2020-12-09 08:17:00
13053,535.68,536.2,535.92,536.2,1.5877,2020-12-09 08:20:00
13054,533.58,535.76,535.76,533.58,12.9244,2020-12-09 08:21:00
13055,534.56,535.29,534.56,535.29,3.496,2020-12-09 08:23:00
13056,534.52,537.76,535.19,534.52,2.2958,2020-12-09 08:24:00
13057,532.87,534.06,532.87,534.06,2.0722,2020-12-09 08:25:00
13058,532.11,532.19,532.19,532.11,1.1304,2020-12-09 08:27:00
13059,531.3,533.39,531.3,533.39,2.1454,2020-12-09 08:28:00
13060,531.86,532.88,532.23,532.88,4.546,2020-12-09 08:29:00
13061,531.15,532.08,531.71,531.15,11.4233,2020-12-09 08:31:00
13062,530.69,530.99,530.99,530.69,0.2293,2020-12-09 08:32:00
13063,530.0,530.38,530.0,530.11,1.288,2020-12-09 08:33:00
13064,529.0,529.16,529.16,529.0,0.2614,2020-12-09 08:34:00
13065,527.17,528.26,528.26,527.17,18.748,2020-12-09 08:35:00
13066,527.17,528.19,527.94,527.94,10.8916,2020-12-09 08:36:00
13067,527.47,531.47,529.94,529.3,4.6,2020-12-09 08:37:00
13068,530.93,531.73,530.93,531.1,2.9508,2020-12-09 08:39:00
13069,531.12,534.45,531.12,533.21,1.5943,2020-12-09 08:41:00
13070,534.81,535.01,535.01,534.81,1.5397,2020-12-09 08:44:00
13071,533.83,535.22,533.83,535.22,0.375,2020-12-09 08:45:00
13072,534.31,535.47,535.47,535.34,0.8371,2020-12-09 08:46:00
13073,534.41,535.29,535.29,534.41,0.6528,2020-12-09 08:48:00
13074,535.01,536.49,536.49,535.01,0.3418,2020-12-09 08:49:00
13075,535.1,535.1,535.1,535.1,0.1747,2020-12-09 08:52:00
13076,535.88,535.98,535.88,535.98,0.1667,2020-12-09 08:53:00
13077,535.43,536.03,535.43,535.73,0.231,2020-12-09 08:55:00
13078,535.46,536.63,536.04,536.63,2.2111,2020-12-09 08:57:00
13079,537.77,538.63,538.22,537.77,1.6168,2020-12-09 08:58:00
13080,539.28,539.45,539.28,539.45,0.7243,2020-12-09 09:01:00
13081,539.28,539.95,539.28,539.95,1.0805,2020-12-09 09:03:00
13082,539.07,541.24,539.97,540.1,108.3701,2020-12-09 09:04:00
13083,541.84,541.85,541.84,541.85,1.102,2020-12-09 09:06:00
13084,541.38,541.84,541.84,541.38,0.2756,2020-12-09 09:07:00
13085,541.14,542.21,541.14,542.21,1.6462,2020-12-09 09:09:00
13086,542.08,542.72,542.46,542.08,15.8751,2020-12-09 09:10:00
13087,541.18,541.18,541.18,541.18,0.1839,2020-12-09 09:11:00
13088,541.1,541.1,541.1,541.1,1.4714,2020-12-09 09:12:00
13089,540.33,540.55,540.55,540.33,0.4342,2020-12-09 09:13:00
13090,540.33,541.13,540.33,541.13,2.3978,2020-12-09 09:15:00
13091,540.57,541.39,540.84,540.81,4.0901,2020-12-09 09:18:00
13092,540.91,541.21,540.91,541.21,0.2218,2020-12-09 09:20:00
13093,541.24,542.02,541.24,542.02,2.1616,2020-12-09 09:22:00
13094,542.49,542.49,542.49,542.49,0.2466,2020-12-09 09:24:00
13095,542.73,543.17,543.17,542.73,0.2066,2020-12-09 09:25:00
13096,542.46,544.41,542.46,544.41,3.43032868,2020-12-09 09:27:00
13097,541.91,542.73,542.3,541.91,2.0413,2020-12-09 09:31:00
13098,542.09,542.49,542.49,542.16,6.4381,2020-12-09 09:33:00
13099,540.5,542.16,540.5,542.16,2.4899,2020-12-09 09:37:00
13100,541.88,543.42,543.42,541.88,4.2572,2020-12-09 09:43:00
13101,542.9,543.0,542.9,543.0,0.5098,2020-12-09 09:44:00
13102,542.6,542.61,542.6,542.61,1.7871,2020-12-09 09:45:00
13103,541.03,541.8,541.03,541.8,1.1114,2020-12-09 09:48:00
13104,541.54,545.69,541.54,545.69,4.1284,2020-12-09 09:52:00
13105,546.1,547.3,546.1,547.3,1.46325085,2020-12-09 09:58:00
13106,545.33,545.6,545.33,545.6,1.6548,2020-12-09 10:02:00
13107,544.01,545.03,544.01,545.03,0.7286,2020-12-09 10:14:00
13108,545.35,545.67,545.67,545.35,1.0529,2020-12-09 10:17:00
13109,545.47,547.56,545.48,547.56,1.4125,2020-12-09 10:19:00
13110,548.97,549.6,549.4,548.97,0.2364,2020-12-09 10:21:00
13111,549.94,550.73,550.01,550.73,4.7982,2020-12-09 10:23:00
13112,551.43,553.07,551.94,551.44,2.5477,2020-12-09 10:25:00
13113,551.89,552.85,551.89,552.38,6.8204,2020-12-09 10:27:00
13114,551.05,552.45,552.02,552.45,1.1714,2020-12-09 10:29:00
13115,553.14,553.62,553.14,553.62,1.1077,2020-12-09 10:30:00
13116,553.24,555.0,553.24,555.0,0.2952,2020-12-09 10:33:00
13117,555.24,556.44,555.68,555.24,4.6657,2020-12-09 10:34:00
13118,555.64,556.38,555.64,556.38,2.0527,2020-12-09 10:35:00
13119,555.73,556.77,556.04,555.76,1.67357612,2020-12-09 10:38:00
13120,554.62,554.88,554.88,554.62,0.15053802,2020-12-09 10:41:00
13121,555.78,557.52,555.78,557.52,0.34233538,2020-12-09 10:46:00
13122,555.92,557.43,556.97,555.92,7.7468,2020-12-09 10:48:00
13123,555.48,557.75,556.12,555.92,33.83858262,2020-12-09 10:50:00
13124,554.9,554.9,554.9,554.9,0.3254,2020-12-09 10:53:00
13125,555.55,556.18,555.55,556.18,0.3299,2020-12-09 10:58:00
13126,557.62,557.84,557.62,557.84,1.5741,2020-12-09 10:59:00
13127,555.76,556.59,556.58,555.76,8.9681,2020-12-09 11:01:00
13128,554.61,554.96,554.82,554.96,7.5673,2020-12-09 11:07:00
13129,554.79,555.61,554.79,555.17,12.0242,2020-12-09 11:08:00
13130,555.42,555.77,555.77,555.42,9.127,2020-12-09 11:09:00
13131,558.65,561.57,558.65,561.57,1.0782,2020-12-09 11:12:00
13132,561.62,561.83,561.62,561.83,3.654,2020-12-09 11:14:00
13133,561.8,561.81,561.81,561.8,13.3617,2020-12-09 11:19:00
13134,561.05,561.44,561.44,561.05,0.3291,2020-12-09 11:20:00
13135,560.73,561.16,561.14,561.0,2.4916,2020-12-09 11:22:00
13136,560.04,560.04,560.04,560.04,1.3434,2020-12-09 11:26:00
13137,560.04,560.4,560.04,560.4,0.0888,2020-12-09 11:27:00
13138,558.67,561.67,561.67,558.67,6.1197,2020-12-09 11:31:00
13139,557.94,558.83,557.94,558.83,2.3436,2020-12-09 11:33:00
13140,558.1,558.65,558.1,558.65,0.1046,2020-12-09 11:35:00
13141,559.51,559.51,559.51,559.51,0.1629,2020-12-09 11:36:00
13142,559.04,560.36,560.36,559.04,1.1202,2020-12-09 11:37:00
13143,559.67,559.67,559.67,559.67,1.4821,2020-12-09 11:40:00
13144,560.23,560.23,560.23,560.23,0.9882,2020-12-09 11:41:00
13145,559.5,559.91,559.91,559.81,0.3721,2020-12-09 11:42:00
13146,559.92,560.16,559.92,560.16,0.3465,2020-12-09 11:48:00
13147,560.55,560.55,560.55,560.55,0.0673,2020-12-09 11:49:00
13148,560.16,560.63,560.16,560.63,1.1296,2020-12-09 11:51:00
13149,560.39,561.54,561.54,560.39,5.1729,2020-12-09 11:52:00
13150,559.76,560.47,559.77,560.18,10.7347,2020-12-09 11:56:00
13151,559.67,560.53,559.91,560.53,35.5211,2020-12-09 11:57:00
13152,560.0,560.54,560.43,560.0,2.4139,2020-12-09 12:00:00
13153,561.45,562.59,561.45,562.59,1.0816,2020-12-09 12:08:00
13154,562.67,564.29,562.67,564.29,0.3799,2020-12-09 12:10:00
13155,561.59,562.22,562.22,561.59,0.4099,2020-12-09 12:15:00
13156,561.48,562.96,562.23,561.88,20.3344,2020-12-09 12:19:00
13157,561.08,561.73,561.73,561.08,0.2757,2020-12-09 12:22:00
13158,560.67,560.85,560.67,560.85,1.0142,2020-12-09 12:24:00
13159,560.01,560.66,560.66,560.01,0.9475,2020-12-09 12:28:00
13160,560.85,560.85,560.85,560.85,0.0319,2020-12-09 12:30:00
13161,561.05,561.78,561.78,561.05,0.144,2020-12-09 12:35:00
13162,559.13,561.52,561.52,559.13,4.0989,2020-12-09 12:38:00
13163,561.09,561.97,561.09,561.97,1.4835,2020-12-09 12:40:00
13164,560.55,562.16,560.55,562.16,1.0665,2020-12-09 12:44:00
13165,561.7,561.7,561.7,561.7,0.0712,2020-12-09 12:49:00
13166,558.19,561.7,561.7,558.19,0.2191,2020-12-09 12:50:00
13167,558.21,558.89,558.89,558.21,1.0552,2020-12-09 12:55:00
13168,558.62,560.48,558.63,560.48,0.4736,2020-12-09 13:02:00
13169,558.79,558.79,558.79,558.79,0.24236803,2020-12-09 13:07:00
13170,558.99,559.42,559.42,558.99,0.4647,2020-12-09 13:11:00
13171,558.49,559.42,559.42,558.49,0.3321,2020-12-09 13:14:00
13172,559.18,559.86,559.49,559.18,5.4439,2020-12-09 13:18:00
13173,558.78,559.55,558.78,559.55,0.3261,2020-12-09 13:26:00
13174,559.55,564.74,559.55,564.74,14.187,2020-12-09 13:27:00
13175,562.28,564.03,562.28,564.03,28.6476,2020-12-09 13:34:00
13176,564.03,564.03,564.03,564.03,0.13231009,2020-12-09 13:40:00
13177,563.96,564.02,564.02,563.96,0.4122,2020-12-09 13:41:00
13178,563.65,563.65,563.65,563.65,0.1802,2020-12-09 13:45:00
13179,562.92,562.92,562.92,562.92,0.4384,2020-12-09 13:46:00
13180,562.97,564.03,562.97,564.03,5.39598991,2020-12-09 13:48:00
13181,564.84,569.01,564.84,567.13,3.8879,2020-12-09 13:52:00
13182,568.63,568.88,568.63,568.88,0.298,2020-12-09 13:57:00
13183,569.98,570.45,569.98,570.45,0.2481,2020-12-09 13:59:00
13184,570.32,571.82,570.32,571.32,11.2289,2020-12-09 14:00:00
13185,571.39,572.01,571.55,571.39,4.6481,2020-12-09 14:02:00
13186,568.09,570.34,570.34,568.09,1.6201,2020-12-09 14:06:00
13187,569.59,571.66,569.59,571.66,13.1453,2020-12-09 14:08:00
13188,570.52,570.89,570.52,570.89,8.7189,2020-12-09 14:12:00
13189,572.35,574.1,572.73,572.35,5.4826,2020-12-09 14:14:00
13190,571.24,571.39,571.39,571.24,0.2481,2020-12-09 14:19:00
13191,569.88,571.21,570.28,571.21,30.10130481,2020-12-09 14:25:00
13192,570.24,570.6,570.24,570.6,0.8829,2020-12-09 14:28:00
13193,568.52,569.95,569.95,568.52,40.5005,2020-12-09 14:31:00
13194,570.17,570.17,570.17,570.17,1.4685,2020-12-09 14:33:00
13195,569.56,569.91,569.56,569.91,0.1007,2020-12-09 14:37:00
13196,569.97,570.02,570.02,569.97,0.3741,2020-12-09 14:39:00
13197,569.57,571.25,569.57,571.25,0.88565592,2020-12-09 14:40:00
13198,570.61,571.31,571.3,571.31,8.8695,2020-12-09 14:42:00
13199,570.59,571.26,571.26,570.59,0.4793,2020-12-09 14:43:00
13200,570.17,571.7,570.17,571.7,1.8562,2020-12-09 14:44:00
13201,570.6,570.8,570.8,570.6,3.4254,2020-12-09 14:47:00
13202,569.68,571.01,571.01,569.68,17.1744,2020-12-09 14:50:00
13203,568.61,568.96,568.61,568.96,0.136,2020-12-09 14:58:00
13204,569.67,569.67,569.67,569.67,0.367,2020-12-09 15:00:00
13205,568.78,568.87,568.78,568.87,1.3071,2020-12-09 15:01:00
13206,567.23,567.61,567.61,567.23,0.1613,2020-12-09 15:03:00
13207,567.53,568.43,567.53,568.43,26.9799,2020-12-09 15:04:00
13208,566.22,568.13,567.72,566.22,13.0152,2020-12-09 15:05:00
13209,566.02,566.58,566.02,566.45,0.95545399,2020-12-09 15:14:00
13210,564.66,565.66,565.5,565.66,15.5695,2020-12-09 15:21:00
13211,564.19,565.58,564.28,565.58,0.2863,2020-12-09 15:25:00
13212,563.68,563.84,563.68,563.84,0.11861874,2020-12-09 15:27:00
13213,562.89,563.71,563.71,562.89,1.0107,2020-12-09 15:38:00
13214,561.31,561.49,561.31,561.49,1.4613,2020-12-09 15:48:00
13215,562.27,565.5,562.27,565.5,0.2926,2020-12-09 15:51:00
13216,563.09,563.54,563.54,563.09,0.2664,2020-12-09 16:01:00
13217,561.67,562.76,561.67,562.76,0.0531,2020-12-09 16:04:00
13218,561.96,563.03,563.03,561.96,22.6093,2020-12-09 16:07:00
13219,561.97,563.67,563.28,561.97,0.5967,2020-12-09 16:09:00
13220,562.89,562.89,562.89,562.89,0.0176,2020-12-09 16:19:00
13221,564.36,564.36,564.36,564.36,0.3279,2020-12-09 16:20:00
13222,562.51,563.84,563.84,562.51,5.4593,2020-12-09 16:26:00
13223,564.45,565.21,565.21,564.45,0.1149,2020-12-09 16:30:00
13224,564.67,565.23,565.23,564.68,1.9504,2020-12-09 16:37:00
13225,562.61,565.46,565.23,562.61,13.4065,2020-12-09 16:48:00
13226,565.65,565.65,565.65,565.65,0.4292,2020-12-09 16:54:00
13227,566.12,566.19,566.19,566.12,1.5898,2020-12-09 16:56:00
13228,567.25,567.31,567.25,567.31,0.2052,2020-12-09 16:57:00
13229,567.33,567.41,567.41,567.33,0.2106,2020-12-09 17:05:00
13230,567.51,567.84,567.84,567.61,3.214,2020-12-09 17:07:00
13231,568.51,571.63,568.51,571.63,1.28854373,2020-12-09 17:10:00
13232,570.25,574.36,574.36,570.25,0.83136905,2020-12-09 17:16:00
13233,569.78,571.22,570.43,569.78,0.36179687,2020-12-09 17:19:00
13234,565.12,567.2,567.2,565.12,0.2165,2020-12-09 17:22:00
13235,566.03,566.97,566.04,566.97,2.0491,2020-12-09 17:35:00
13236,564.55,569.32,564.55,569.32,1.023,2020-12-09 17:49:00
13237,569.49,569.93,569.49,569.93,1.8734,2020-12-09 18:07:00
13238,569.16,569.16,569.16,569.16,0.5146,2020-12-09 18:10:00
13239,568.48,568.52,568.52,568.48,0.3556,2020-12-09 18:22:00
13240,564.39,565.77,564.39,565.77,2.0901,2020-12-09 18:32:00
13241,565.19,565.77,565.77,565.19,5.9645,2020-12-09 18:34:00
13242,563.36,563.4,563.4,563.36,1.055,2020-12-09 18:41:00
13243,564.37,564.37,564.37,564.37,1.172,2020-12-09 18:45:00
13244,563.91,564.03,563.91,564.03,0.2,2020-12-09 18:52:00
13245,563.82,563.82,563.82,563.82,0.0107,2020-12-09 18:56:00
13246,564.59,565.5,564.59,565.5,2.7315,2020-12-09 18:59:00
13247,566.16,566.17,566.17,566.16,0.26,2020-12-09 19:07:00
13248,565.59,566.19,566.19,565.59,0.0794,2020-12-09 19:14:00
13249,564.83,566.03,565.14,566.03,4.1368,2020-12-09 19:22:00
13250,565.0,566.61,566.61,565.0,0.1713,2020-12-09 19:31:00
13251,566.33,567.1,566.33,567.1,11.6991,2020-12-09 19:49:00
13252,565.96,569.44,565.96,569.44,5.00182261,2020-12-09 19:59:00
13253,568.79,569.59,568.79,569.59,5.255,2020-12-09 20:04:00
13254,569.28,570.04,569.28,570.04,12.40018255,2020-12-09 20:07:00
13255,568.54,569.09,569.09,568.54,0.0519,2020-12-09 20:08:00
13256,568.25,568.93,568.25,568.93,0.0624,2020-12-09 20:13:00
13257,568.93,568.93,568.93,568.93,0.0105,2020-12-09 20:15:00
13258,567.0,567.51,567.51,567.0,0.4603,2020-12-09 20:18:00
13259,566.75,567.87,566.75,567.87,0.3809,2020-12-09 20:38:00
13260,567.55,568.24,567.55,568.24,0.5813,2020-12-09 20:40:00
13261,568.23,569.51,568.23,569.51,1.1179,2020-12-09 20:43:00
13262,568.88,570.03,569.52,569.83,8.0437,2020-12-09 20:46:00
13263,571.17,572.28,571.17,572.28,5.2898,2020-12-09 20:48:00
13264,570.94,572.1,570.94,572.1,1.3389,2020-12-09 20:53:00
13265,571.64,571.64,571.64,571.64,0.0237,2020-12-09 20:59:00
13266,570.39,570.82,570.39,570.64,0.6598,2020-12-09 21:00:00
13267,571.7,573.77,571.7,573.77,4.4495,2020-12-09 21:02:00
13268,572.81,573.34,573.34,572.81,0.3524,2020-12-09 21:07:00
13269,572.63,574.31,572.63,574.31,2.9805,2020-12-09 21:08:00
13270,573.54,574.48,574.48,573.82,4.4193,2020-12-09 21:14:00
13271,573.54,573.87,573.54,573.87,4.5069,2020-12-09 21:18:00
13272,571.73,573.4,573.4,571.73,0.28,2020-12-09 21:20:00
13273,572.94,573.32,573.32,572.94,0.46320372,2020-12-09 21:22:00
13274,572.79,572.98,572.93,572.98,53.8982,2020-12-09 21:23:00
13275,572.89,573.14,572.89,573.14,0.7959,2020-12-09 21:30:00
13276,573.44,573.83,573.83,573.44,0.0276,2020-12-09 21:35:00
13277,573.7,573.78,573.7,573.78,0.2197128,2020-12-09 21:38:00
13278,571.91,572.44,572.44,571.91,0.0617,2020-12-09 21:41:00
13279,571.74,571.81,571.81,571.74,0.0824138,2020-12-09 21:46:00
13280,571.4,571.81,571.81,571.4,1.2893,2020-12-09 21:48:00
13281,570.87,572.15,570.87,572.15,0.1212,2020-12-09 21:51:00
13282,571.34,573.71,571.55,573.71,2.6483,2020-12-09 21:54:00
13283,574.07,575.54,574.07,575.54,0.1113,2020-12-09 22:00:00
13284,574.78,575.25,574.78,575.25,0.1871,2020-12-09 22:06:00
13285,573.57,575.52,573.57,575.09,3.5508,2020-12-09 22:09:00
13286,573.86,573.86,573.86,573.86,0.085,2020-12-09 22:18:00
13287,573.75,573.75,573.75,573.75,0.0141,2020-12-09 22:22:00
13288,572.95,573.81,573.81,572.95,0.0802,2020-12-09 22:25:00
13289,571.22,572.95,572.95,571.22,0.1972,2020-12-09 22:31:00
13290,571.44,573.08,571.44,573.08,17.5594,2020-12-09 22:35:00
13291,572.3,572.52,572.3,572.52,0.0972,2020-12-09 22:40:00
13292,571.67,571.76,571.76,571.67,0.8293,2020-12-09 22:45:00
13293,573.55,574.5,573.55,574.5,3.803,2020-12-09 22:50:00
13294,574.22,574.22,574.22,574.22,0.0105,2020-12-09 22:51:00
13295,573.19,574.82,574.2,574.82,11.16046073,2020-12-09 22:52:00
13296,572.83,574.71,574.71,572.83,1.9515,2020-12-09 22:56:00
13297,572.01,572.02,572.02,572.01,0.5041,2020-12-09 23:05:00
13298,572.54,572.97,572.54,572.97,0.1907,2020-12-09 23:07:00
13299,574.58,575.27,575.25,574.58,1.275,2020-12-09 23:14:00
13300,574.58,575.25,575.25,574.82,0.6474,2020-12-09 23:17:00
13301,574.18,574.72,574.72,574.18,0.1575,2020-12-09 23:21:00
13302,573.77,574.02,574.02,573.77,0.0249,2020-12-09 23:26:00
13303,572.77,573.61,573.06,572.79,2.3266,2020-12-09 23:32:00
13304,572.46,572.47,572.46,572.47,1.0119,2020-12-09 23:33:00
13305,572.09,572.84,572.84,572.09,4.0,2020-12-09 23:39:00
13306,571.38,571.95,571.38,571.95,2.04,2020-12-09 23:44:00
13307,571.89,571.92,571.89,571.92,1.01741537,2020-12-09 23:54:00
13308,571.53,572.29,571.53,572.24,4.0,2020-12-09 23:56:00
13309,568.89,570.07,570.07,568.89,2.0366,2020-12-10 00:08:00
13310,567.17,568.96,568.96,567.66,2.82422121,2020-12-10 00:30:00
13311,568.25,568.25,568.25,568.25,0.2266,2020-12-10 00:32:00
13312,567.4,567.56,567.4,567.56,0.0225,2020-12-10 00:39:00
13313,568.4,568.4,568.4,568.4,0.0438,2020-12-10 00:48:00
13314,564.1,566.05,564.1,565.5,7.9586,2020-12-10 01:14:00
13315,566.35,566.43,566.43,566.35,2.5138,2020-12-10 01:23:00
13316,566.51,566.94,566.51,566.94,3.4755,2020-12-10 01:24:00
13317,567.35,567.66,567.35,567.66,0.648,2020-12-10 01:26:00
13318,567.52,567.61,567.52,567.61,0.3293,2020-12-10 01:35:00
13319,567.11,567.67,567.11,567.67,0.19456936,2020-12-10 01:37:00
13320,565.06,565.64,565.06,565.64,1.2464,2020-12-10 01:51:00
13321,565.3,567.12,565.3,566.44,16.769,2020-12-10 01:53:00
13322,566.96,569.65,566.96,569.65,1.6609,2020-12-10 02:02:00
13323,568.95,569.34,569.34,568.95,1.6494,2020-12-10 02:06:00
13324,568.89,569.16,569.16,568.89,0.1926,2020-12-10 02:17:00
13325,567.95,568.4,568.4,568.13,0.3266,2020-12-10 02:23:00
13326,566.96,566.96,566.96,566.96,0.0199,2020-12-10 02:27:00
13327,566.88,567.7,567.7,566.88,0.2701,2020-12-10 02:31:00
13328,564.78,566.15,566.15,564.78,0.9005,2020-12-10 02:42:00
13329,564.48,565.19,564.48,565.19,1.1548,2020-12-10 02:55:00
13330,564.89,565.25,565.04,564.89,0.0908,2020-12-10 02:59:00
13331,564.82,566.47,564.82,566.47,0.5323,2020-12-10 03:04:00
13332,567.01,567.59,567.59,567.01,1.0306,2020-12-10 03:33:00
13333,567.06,568.7,567.06,568.7,1.4471,2020-12-10 03:43:00
13334,565.86,568.19,568.19,565.86,0.3667,2020-12-10 03:53:00
13335,565.11,565.28,565.11,565.28,0.2167,2020-12-10 04:04:00
13336,565.88,568.62,565.88,568.62,1.59675284,2020-12-10 04:07:00
13337,566.45,567.27,567.27,567.16,0.38,2020-12-10 04:42:00
13338,566.17,567.2,567.2,566.17,1.5047,2020-12-10 04:45:00
13339,566.17,566.96,566.17,566.96,1.8269,2020-12-10 04:50:00
13340,565.42,565.42,565.42,565.42,0.0352,2020-12-10 05:04:00
13341,564.25,564.62,564.62,564.25,2.6653,2020-12-10 05:11:00
13342,561.31,562.2,562.2,561.31,1.2687,2020-12-10 05:22:00
13343,562.41,563.49,562.41,563.49,3.5083,2020-12-10 05:32:00
13344,562.76,562.77,562.76,562.77,2.1466,2020-12-10 05:37:00
13345,560.08,562.42,562.42,560.08,0.2657,2020-12-10 05:45:00
13346,560.01,560.91,560.01,560.91,0.0565,2020-12-10 05:47:00
13347,560.02,560.14,560.02,560.14,1.6348,2020-12-10 05:51:00
13348,560.46,562.32,562.32,560.46,0.0993,2020-12-10 06:06:00
13349,558.24,560.32,560.32,558.24,0.287,2020-12-10 06:16:00
13350,559.35,559.41,559.35,559.41,2.2126,2020-12-10 06:23:00
13351,558.6,558.6,558.6,558.6,1.2484,2020-12-10 06:29:00
13352,559.62,559.74,559.62,559.72,1.81556027,2020-12-10 06:33:00
13353,557.66,558.01,557.69,558.01,4.502,2020-12-10 07:00:00
13354,559.76,559.96,559.76,559.96,1.7836,2020-12-10 07:03:00
13355,559.82,561.21,561.21,559.82,5.4949,2020-12-10 07:11:00
13356,561.19,562.12,562.12,561.19,0.1931,2020-12-10 07:44:00
13357,564.58,564.58,564.58,564.58,0.1329,2020-12-10 08:06:00
13358,564.57,565.01,564.57,565.01,1.8347,2020-12-10 08:08:00
13359,563.63,565.01,565.01,564.09,0.3995,2020-12-10 08:13:00
13360,563.31,563.79,563.76,563.31,0.8988,2020-12-10 08:21:00
13361,563.29,565.31,563.29,565.31,1.1806,2020-12-10 08:41:00
13362,563.74,564.5,563.74,564.5,0.636,2020-12-10 08:47:00
13363,562.53,563.99,563.99,562.53,0.9072,2020-12-10 08:51:00
13364,562.53,562.53,562.53,562.53,0.03,2020-12-10 09:06:00
13365,563.19,563.82,563.19,563.82,5.4479,2020-12-10 09:08:00
13366,563.92,563.92,563.92,563.92,1.995,2020-12-10 09:23:00
13367,562.88,564.7,564.7,562.88,0.0539,2020-12-10 09:26:00
13368,559.35,560.4,560.4,559.35,1.0269,2020-12-10 09:43:00
13369,559.71,559.71,559.71,559.71,0.1292,2020-12-10 09:45:00
13370,557.8,559.26,559.26,557.8,0.3761,2020-12-10 09:51:00
13371,557.55,557.55,557.55,557.55,0.1821,2020-12-10 09:56:00
13372,556.85,557.41,557.18,557.41,0.3855,2020-12-10 09:57:00
13373,555.55,557.73,555.55,557.73,0.1301,2020-12-10 10:00:00
13374,558.41,558.41,558.41,558.41,0.46444658,2020-12-10 10:07:00
13375,555.85,556.23,556.23,555.85,0.1667,2020-12-10 10:08:00
13376,555.32,557.16,555.32,557.16,0.3409,2020-12-10 10:13:00
13377,557.75,558.63,557.75,558.63,0.3767,2020-12-10 10:16:00
13378,554.54,557.77,555.0,557.77,2.7274,2020-12-10 10:19:00
13379,555.64,556.04,555.64,556.04,0.2678,2020-12-10 10:30:00
13380,557.3,557.66,557.4,557.66,8.2498,2020-12-10 10:32:00
13381,555.4,556.88,556.88,555.4,0.0374,2020-12-10 10:35:00
13382,554.21,554.22,554.22,554.21,5.6654,2020-12-10 10:44:00
13383,553.88,553.96,553.88,553.96,4.2473,2020-12-10 10:46:00
13384,554.09,554.1,554.1,554.09,0.9949,2020-12-10 10:51:00
13385,554.16,554.17,554.17,554.16,0.4745,2020-12-10 10:52:00
13386,552.54,553.7,553.7,552.54,0.1471,2020-12-10 10:55:00
13387,552.3,552.3,552.3,552.3,2.1536,2020-12-10 10:56:00
13388,551.62,551.62,551.62,551.62,0.1549,2020-12-10 10:57:00
13389,552.09,553.44,552.09,553.44,7.7004,2020-12-10 10:58:00
13390,553.36,554.18,553.36,553.77,1.9506,2020-12-10 11:05:00
13391,556.31,557.17,556.31,557.17,4.4538,2020-12-10 11:08:00
13392,554.95,555.34,555.34,554.95,0.4704,2020-12-10 11:15:00
13393,553.77,555.57,555.57,553.77,0.2501,2020-12-10 11:20:00
13394,551.89,552.39,552.08,552.39,0.3796,2020-12-10 11:28:00
13395,552.14,552.25,552.14,552.25,0.4865,2020-12-10 11:29:00
13396,551.29,551.29,551.29,551.29,0.1072,2020-12-10 11:32:00
13397,550.76,553.07,550.76,553.07,0.1962,2020-12-10 11:33:00
13398,552.69,553.68,553.68,552.69,19.7294,2020-12-10 11:40:00
13399,553.94,553.98,553.98,553.94,0.2398,2020-12-10 11:47:00
13400,555.33,555.33,555.33,555.33,0.0179,2020-12-10 12:02:00
13401,555.7,555.7,555.7,555.7,0.17927622,2020-12-10 12:06:00
13402,554.39,556.14,555.4,556.14,21.5314,2020-12-10 12:11:00
13403,555.68,556.08,555.68,556.08,1.2954,2020-12-10 12:20:00
13404,554.53,555.05,555.05,554.53,1.0026,2020-12-10 12:34:00
13405,553.89,554.52,553.89,554.52,0.2053,2020-12-10 12:42:00
13406,554.88,554.88,554.88,554.88,0.0321,2020-12-10 12:51:00
13407,552.32,552.35,552.35,552.32,0.2224,2020-12-10 13:05:00
13408,550.0,551.32,550.0,551.32,2.5,2020-12-10 13:09:00
13409,551.32,552.22,551.32,552.22,1.3512,2020-12-10 13:12:00
13410,552.11,552.55,552.55,552.13,0.7461,2020-12-10 13:23:00
13411,551.43,551.86,551.43,551.86,0.3837,2020-12-10 13:30:00
13412,552.79,552.97,552.97,552.79,1.154,2020-12-10 13:33:00
13413,549.84,551.63,551.63,549.84,1.9686,2020-12-10 13:36:00
13414,550.17,550.73,550.73,550.21,1.1705,2020-12-10 13:40:00
13415,549.58,550.12,550.12,549.58,0.3258,2020-12-10 13:43:00
13416,550.44,551.62,550.44,551.05,3.6779,2020-12-10 13:48:00
13417,552.92,557.16,553.12,557.16,4.2393,2020-12-10 13:50:00
13418,556.38,557.75,556.69,557.75,1.0112,2020-12-10 13:58:00
13419,558.71,559.72,558.71,559.72,0.1783,2020-12-10 14:00:00
13420,557.93,559.51,559.51,557.93,0.09176959,2020-12-10 14:01:00
13421,554.75,557.03,557.03,554.75,6.1279,2020-12-10 14:07:00
